Publikationsjahr,Indikator_Nr,jahr_num,jahr_char,Wert,Indikator_Name,IndikatorLabelShort,Wohnviertel_id,Wohnviertel,Rang,Indikator-Kategorie,Gewichtung_Text,Bewertung_Text,Einheit,wert_txt
2023,13,2022,2022,45.033416,Wohnflaecheprokopf,Wohnfläche pro Kopf,3,Am Ring,14,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"45,0 m²"
2023,13,2022,2022,39.747979,Wohnflaecheprokopf,Wohnfläche pro Kopf,4,Breite,11,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"39,7 m²"
2023,13,2022,2022,47.010868,Wohnflaecheprokopf,Wohnfläche pro Kopf,5,St. Alban,17,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"47,0 m²"
2023,13,2022,2022,39.30123,Wohnflaecheprokopf,Wohnfläche pro Kopf,6,Gundeldingen,10,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"39,3 m²"
2023,13,2022,2022,48.274273,Wohnflaecheprokopf,Wohnfläche pro Kopf,7,Bruderholz,19,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"48,3 m²"
2023,13,2022,2022,45.936084,Wohnflaecheprokopf,Wohnfläche pro Kopf,8,Bachletten,16,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"45,9 m²"
2023,13,2022,2022,41.551969,Wohnflaecheprokopf,Wohnfläche pro Kopf,9,Gotthelf,12,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"41,6 m²"
2023,13,2022,2022,37.311167,Wohnflaecheprokopf,Wohnfläche pro Kopf,10,Iselin,7,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"37,3 m²"
2023,13,2022,2022,36.878279,Wohnflaecheprokopf,Wohnfläche pro Kopf,11,St. Johann,6,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"36,9 m²"
2023,13,2022,2022,44.584415,Wohnflaecheprokopf,Wohnfläche pro Kopf,12,Altstadt Kleinbasel,13,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"44,6 m²"
2023,13,2022,2022,37.86673,Wohnflaecheprokopf,Wohnfläche pro Kopf,13,Clara,8,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"37,9 m²"
2023,13,2022,2022,45.386322,Wohnflaecheprokopf,Wohnfläche pro Kopf,14,Wettstein,15,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"45,4 m²"
2023,13,2022,2022,39.106132,Wohnflaecheprokopf,Wohnfläche pro Kopf,15,Hirzbrunnen,9,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"39,1 m²"
2023,13,2022,2022,34.339864,Wohnflaecheprokopf,Wohnfläche pro Kopf,16,Rosental,4,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"34,3 m²"
2023,13,2022,2022,36.448492,Wohnflaecheprokopf,Wohnfläche pro Kopf,17,Matthäus,5,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"36,4 m²"
2023,13,2022,2022,32.882404,Wohnflaecheprokopf,Wohnfläche pro Kopf,18,Klybeck,2,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"32,9 m²"
2023,13,2022,2022,33.380239,Wohnflaecheprokopf,Wohnfläche pro Kopf,19,Kleinhüningen,3,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"33,4 m²"
2023,13,2022,2022,47.114794,Wohnflaecheprokopf,Wohnfläche pro Kopf,20,Riehen,18,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"47,1 m²"
2023,13,2022,2022,51.158279,Wohnflaecheprokopf,Wohnfläche pro Kopf,30,Bettingen,21,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"51,2 m²"
2023,13,2022,2022,0.415,Wohnflaecheprokopf,Wohnfläche pro Kopf,99,Kanton Basel-Stadt,1,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"0,4 m²"
2023,14,2020,2020,5644.8,Vermoegenssteuer,Vermögenssteuer,1,Altstadt Grossbasel,19,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,5 645 Fr.
2023,14,2020,2020,18524.5,Vermoegenssteuer,Vermögenssteuer,2,Vorstädte,22,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,18 524 Fr.
2023,14,2020,2020,2041.6,Vermoegenssteuer,Vermögenssteuer,3,Am Ring,12,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,2 042 Fr.
2023,14,2020,2020,601.3,Vermoegenssteuer,Vermögenssteuer,4,Breite,5,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,601 Fr.
2023,14,2020,2020,5324.4,Vermoegenssteuer,Vermögenssteuer,5,St. Alban,18,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,5 324 Fr.
2023,14,2020,2020,724.8,Vermoegenssteuer,Vermögenssteuer,6,Gundeldingen,9,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,725 Fr.
2023,14,2020,2020,15202.0,Vermoegenssteuer,Vermögenssteuer,7,Bruderholz,20,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,15 202 Fr.
2023,14,2020,2020,2411.4,Vermoegenssteuer,Vermögenssteuer,8,Bachletten,14,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,2 411 Fr.
2023,14,2020,2020,5011.5,Vermoegenssteuer,Vermögenssteuer,9,Gotthelf,17,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,5 012 Fr.
2023,14,2020,2020,490.0,Vermoegenssteuer,Vermögenssteuer,10,Iselin,4,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,490 Fr.
2023,14,2020,2020,654.9,Vermoegenssteuer,Vermögenssteuer,11,St. Johann,7,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,655 Fr.
2023,14,2020,2020,1516.3,Vermoegenssteuer,Vermögenssteuer,12,Altstadt Kleinbasel,11,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,1 516 Fr.
2023,14,2020,2020,659.9,Vermoegenssteuer,Vermögenssteuer,13,Clara,8,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,660 Fr.
2023,14,2020,2020,2075.2,Vermoegenssteuer,Vermögenssteuer,14,Wettstein,13,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,2 075 Fr.
2023,14,2020,2020,740.6,Vermoegenssteuer,Vermögenssteuer,15,Hirzbrunnen,10,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,741 Fr.
2023,14,2020,2020,331.6,Vermoegenssteuer,Vermögenssteuer,16,Rosental,3,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,332 Fr.
2023,14,2020,2020,628.7,Vermoegenssteuer,Vermögenssteuer,17,Matthäus,6,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,629 Fr.
2023,14,2020,2020,213.6,Vermoegenssteuer,Vermögenssteuer,18,Klybeck,1,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,214 Fr.
2023,14,2020,2020,223.5,Vermoegenssteuer,Vermögenssteuer,19,Kleinhüningen,2,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,224 Fr.
2023,14,2020,2020,3371.9,Vermoegenssteuer,Vermögenssteuer,20,Riehen,16,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,3 372 Fr.
2023,14,2020,2020,17009.8,Vermoegenssteuer,Vermögenssteuer,30,Bettingen,21,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,17 010 Fr.
2023,14,2020,2020,2832.0,Vermoegenssteuer,Vermögenssteuer,99,Kanton Basel-Stadt,15,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,2 832 Fr.
2023,15,2020,2020,18543.7,Einkommenssteuer,Einkommenssteuer,1,Altstadt Grossbasel,19,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,18 544 Fr.
2023,15,2020,2020,26994.0,Einkommenssteuer,Einkommenssteuer,2,Vorstädte,22,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,26 994 Fr.
2023,15,2020,2020,12466.0,Einkommenssteuer,Einkommenssteuer,3,Am Ring,15,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,12 466 Fr.
2023,15,2020,2020,7509.6,Einkommenssteuer,Einkommenssteuer,4,Breite,7,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 510 Fr.
2023,15,2020,2020,17321.9,Einkommenssteuer,Einkommenssteuer,5,St. Alban,18,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,17 322 Fr.
2023,15,2020,2020,7960.0,Einkommenssteuer,Einkommenssteuer,6,Gundeldingen,9,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 960 Fr.
2023,15,2020,2020,23601.9,Einkommenssteuer,Einkommenssteuer,7,Bruderholz,20,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,23 602 Fr.
2023,15,2020,2020,11974.6,Einkommenssteuer,Einkommenssteuer,8,Bachletten,14,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,11 975 Fr.
2023,15,2020,2020,9333.4,Einkommenssteuer,Einkommenssteuer,9,Gotthelf,12,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,9 333 Fr.
2023,15,2020,2020,6306.2,Einkommenssteuer,Einkommenssteuer,10,Iselin,3,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,6 306 Fr.
2023,15,2020,2020,7093.0,Einkommenssteuer,Einkommenssteuer,11,St. Johann,6,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 093 Fr.
2023,15,2020,2020,9324.0,Einkommenssteuer,Einkommenssteuer,12,Altstadt Kleinbasel,11,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,9 324 Fr.
2023,15,2020,2020,6830.8,Einkommenssteuer,Einkommenssteuer,13,Clara,5,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,6 831 Fr.
2023,15,2020,2020,12939.5,Einkommenssteuer,Einkommenssteuer,14,Wettstein,17,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,12 940 Fr.
2023,15,2020,2020,8074.7,Einkommenssteuer,Einkommenssteuer,15,Hirzbrunnen,10,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,8 075 Fr.
2023,15,2020,2020,7930.8,Einkommenssteuer,Einkommenssteuer,16,Rosental,8,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 931 Fr.
2023,15,2020,2020,6704.8,Einkommenssteuer,Einkommenssteuer,17,Matthäus,4,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,6 705 Fr.
2023,15,2020,2020,4463.7,Einkommenssteuer,Einkommenssteuer,18,Klybeck,1,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,4 464 Fr.
2023,15,2020,2020,4695.7,Einkommenssteuer,Einkommenssteuer,19,Kleinhüningen,2,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,4 696 Fr.
2023,15,2020,2020,12923.2,Einkommenssteuer,Einkommenssteuer,20,Riehen,16,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,12 923 Fr.
2023,15,2020,2020,25886.7,Einkommenssteuer,Einkommenssteuer,30,Bettingen,21,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,25 887 Fr.
2023,15,2020,2020,10656.0,Einkommenssteuer,Einkommenssteuer,99,Kanton Basel-Stadt,13,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,10 656 Fr.
2023,16,2017-2021,2017-2021,0.7996012,Erwerbstaetigenquote,Erwerbstätigenquote,1,Altstadt Grossbasel,21,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,, 80%
2023,16,2017-2021,2017-2021,0.7578276,Erwerbstaetigenquote,Erwerbstätigenquote,2,Vorstädte,18,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"75,8%"
2023,16,2017-2021,2017-2021,0.7844061,Erwerbstaetigenquote,Erwerbstätigenquote,3,Am Ring,19,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"78,4%"
2023,16,2017-2021,2017-2021,0.7281893,Erwerbstaetigenquote,Erwerbstätigenquote,4,Breite,13,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"72,8%"
2023,16,2017-2021,2017-2021,0.7221409,Erwerbstaetigenquote,Erwerbstätigenquote,5,St. Alban,10,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"72,2%"
2023,16,2017-2021,2017-2021,0.7541674,Erwerbstaetigenquote,Erwerbstätigenquote,6,Gundeldingen,17,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"75,4%"
2023,16,2017-2021,2017-2021,0.7315859,Erwerbstaetigenquote,Erwerbstätigenquote,7,Bruderholz,14,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"73,2%"
2023,16,2017-2021,2017-2021,0.7428527,Erwerbstaetigenquote,Erwerbstätigenquote,8,Bachletten,16,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"74,3%"
2023,16,2017-2021,2017-2021,0.7351125,Erwerbstaetigenquote,Erwerbstätigenquote,9,Gotthelf,15,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"73,5%"
2023,16,2017-2021,2017-2021,0.7032346,Erwerbstaetigenquote,Erwerbstätigenquote,10,Iselin,4,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"70,3%"
2023,16,2017-2021,2017-2021,0.7132521,Erwerbstaetigenquote,Erwerbstätigenquote,11,St. Johann,7,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,3%"
2023,16,2017-2021,2017-2021,0.7868084,Erwerbstaetigenquote,Erwerbstätigenquote,12,Altstadt Kleinbasel,20,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"78,7%"
2023,16,2017-2021,2017-2021,0.7071764,Erwerbstaetigenquote,Erwerbstätigenquote,13,Clara,5,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"70,7%"
2023,16,2017-2021,2017-2021,0.8086169,Erwerbstaetigenquote,Erwerbstätigenquote,14,Wettstein,22,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"80,9%"
2023,16,2017-2021,2017-2021,0.712571,Erwerbstaetigenquote,Erwerbstätigenquote,15,Hirzbrunnen,6,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,3%"
2023,16,2017-2021,2017-2021,0.6954556,Erwerbstaetigenquote,Erwerbstätigenquote,16,Rosental,3,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"69,5%"
2023,16,2017-2021,2017-2021,0.7224475,Erwerbstaetigenquote,Erwerbstätigenquote,17,Matthäus,11,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"72,2%"
2023,16,2017-2021,2017-2021,0.6312257,Erwerbstaetigenquote,Erwerbstätigenquote,18,Klybeck,2,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"63,1%"
2023,16,2017-2021,2017-2021,0.5400006,Erwerbstaetigenquote,Erwerbstätigenquote,19,Kleinhüningen,1,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,, 54%
2023,16,2017-2021,2017-2021,0.713284,Erwerbstaetigenquote,Erwerbstätigenquote,20,Riehen,8,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,3%"
2023,16,2017-2021,2017-2021,0.713284,Erwerbstaetigenquote,Erwerbstätigenquote,30,Bettingen,8,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,3%"
2023,16,2017-2021,2017-2021,0.728,Erwerbstaetigenquote,Erwerbstätigenquote,99,Kanton Basel-Stadt,12,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"72,8%"
2023,17,2020,2020,3.6446443,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,1,Altstadt Grossbasel,21,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"3,64"
2023,17,2020,2020,4.4764512,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,2,Vorstädte,22,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"4,48"
2023,17,2020,2020,0.9385228,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,3,Am Ring,15,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,939"
2023,17,2020,2020,0.1281845,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,4,Breite,2,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,128"
2023,17,2020,2020,2.2699881,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,5,St. Alban,20,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"2,27"
2023,17,2020,2020,0.5969755,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,6,Gundeldingen,13,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,597"
2023,17,2020,2020,0.1171362,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,7,Bruderholz,1,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,117"
2023,17,2020,2020,0.2017745,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,8,Bachletten,7,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,202"
2023,17,2020,2020,0.2983025,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,9,Gotthelf,8,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,298"
2023,17,2020,2020,0.1608849,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,10,Iselin,5,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,161"
2023,17,2020,2020,1.0269672,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,11,St. Johann,16,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"1,03"
2023,17,2020,2020,1.4664523,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,12,Altstadt Kleinbasel,17,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"1,47"
2023,17,2020,2020,0.5328681,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,13,Clara,11,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,533"
2023,17,2020,2020,1.8452776,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,14,Wettstein,18,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"1,85"
2023,17,2020,2020,0.3136132,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,15,Hirzbrunnen,9,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,314"
2023,17,2020,2020,0.559021,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,16,Rosental,12,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,559"
2023,17,2020,2020,0.1757671,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,17,Matthäus,6,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,176"
2023,17,2020,2020,0.4661338,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,18,Klybeck,10,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,466"
2023,17,2020,2020,2.0157353,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,19,Kleinhüningen,19,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"2,02"
2023,17,2020,2020,0.1552417,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,20,Riehen,3,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,155"
2023,17,2020,2020,0.1572824,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,30,Bettingen,4,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,157"
2023,17,2020,2020,0.738,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,99,Kanton Basel-Stadt,14,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,738"
